part_name,doi,paper_id
BBa_254G05CM,10.1021/acssynbio.4c00597,
BBa_25BXPW4W,10.1039/D4DD00219A,
BBa_257411BH,10.1371/journal.pone.0120508,
BBa_25YLOCLT,10.1371/journal.pone.0013244,
BBa_2511XBG4,10.1038/s41467-019-09005-3,
BBa_25XUAKP8,10.3390/diagnostics12020308,
BBa_251CVQBM,10.1126/science.adm8485,
BBa_2598ZIHZ,10.3390/diagnostics12020308,
BBa_25YKTQOT,10.1371/journal.pone.0120508,
BBa_25LYNZ2I,10.1021/nn5007418,
BBa_25LYNZ2I,10.1016/j.bios.2025.117171,
BBa_25ZAF5ME,10.1016/j.bios.2025.117171,
BBa_25ZAF5ME,10.1021/nn5007418,
BBa_25E7Q3EV,10.1105/tpc.113.113944,
BBa_25WFVXCC,10.1126/science.adm8485,
BBa_25CD0PV1,10.1038/s41586-024-08282-3,
BBa_25K9JYDQ,10.1038/s41586-024-08282-3,
BBa_25MCIEBS,10.1126/science.adm8485,
BBa_25YLF9M1,10.1038/s41586-024-08282-3,
BBa_25CP03KT,10.1038/s41586-024-08282-3,
BBa_25LVY9AB,10.1590/s1676-24442013000200004,
BBa_25LF6683,10.1126/science.adm8485,
BBa_25EB7WRV,10.1590/s1676-24442013000200004,
BBa_25W0GPU7,10.1039/c8cp04727h）,
BBa_258TPAO1,10.1074/jbc.M805721200,
BBa_25A851G4,10.1093/nar/gki939,
BBa_25M6BQWR,10.1107/S1399004714000996）,
BBa_25L21KZ9,10.1074/jbc.M112.433094,
BBa_25NUSJID,10.1111/febs.12878）,
BBa_25N8X9QI,10.1073/pnas.1100429108）,
BBa_25NIECS5,10.1007/s00253-018-8868-x,
BBa_25I25FYK,10.1021/ja8013538）,
BBa_25J7NWEJ,10.1074/jbc.M205575200）,
BBa_25XS5NXF,10.1016/j.febslet.2006.02.045,
BBa_250PWRGF,10.1038/s41586-024-08282-3,
BBa_254T4JKK,10.1128/AEM.01537-10,
BBa_25Y6GE6D,10.1038/s41467-022-28623-y,
BBa_25NCDV5I,10.1038/s41467-022-28623-y,
BBa_25O4MFBZ,10.1038/s41467-022-28623-y,
BBa_25WIU0DS,10.1016/j.febslet.2006.02.045,
BBa_251VUA52,10.1038/s41467-022-28623-y,
BBa_259HAQEZ,10.1016/j.jmb.2012.01.032）,
BBa_25NERXTB,10.1016/S0006-3495(03,
BBa_25YOY3RH,10.1016/j.jmb.2008.07.042）,
BBa_25OLSNMN,10.1126/science.1247407）,
BBa_253FXF55,10.1093/nar/gkae227,
BBa_25TAXEAT,10.1093/nar/gkae227,
BBa_25KEXB03,10.1016/j.tibtech.2025.04.005,
BBa_25T6SZQV,10.1038/s41589-018-0181-6,
BBa_25KXO645,10.1038/s41589-018-0181-6,
BBa_251X4W66,10.1016/j.watres.2022.118746,
BBa_25RHALHC,10.17159/sajs.2016/20150400,
BBa_25KXWUKK,10.1016/j.cell.2020.07.043,
BBa_25Y42G2Q,10.1039/c9ra06202e,
BBa_25DWKBRP,10.1111/1751-7915.14511,
BBa_25U18NA2,10.1371/journal.pone.0028674,
BBa_25SM1YWR,10.1186/s12934-021-01691-3,
BBa_25H6M60Q,10.1021/ac503639s,
BBa_25LT3YB0,10.1021/acsptsci.2c00185,
BBa_259N4X3Q,10.1021/acsomega.9b02412,
BBa_25RL79ZC,10.1021/acsomega.9b02412,
BBa_2549YHV7,10.1126/science.adm8485,
BBa_25Y573JG,10.1111/febs.16903,
BBa_25ZO45EX,10.1021/acscatal.8b02713,
BBa_25F3FF4F,10.1016/j.crmeth.2023.100396,
BBa_25O14TR6,10.1101/2025.02.18.638913,
BBa_252RW73S,10.1101/2025.02.18.638913,
BBa_257SBK5S,10.1101/2025.02.18.638913,
BBa_25IF1M23,10.1101/2025.02.18.638913,
BBa_25WX0GI9,10.1101/2025.02.18.638913,
BBa_257DQD3R,10.1101/2025.02.18.638913,
BBa_251JZBTS,10.1016/j.cell.2025.01.017,
BBa_250CA9S4,10.1021/acssynbio.3c00325,
BBa_25OAC6OV,10.1038/s41467-023-43065-w,
BBa_25TB00AG,10.1016/j.ijbiomac.2024.133243,
BBa_259FT1VK,10.1038/s41467-023-43065-w,
BBa_259AT6TN,10.1038/s41467-023-43065-w,
BBa_25AE5P04,10.1038/s41467-023-43065-w,
BBa_25RI9TQV,10.1021/sb500366v,
BBa_251KMEHU,10.1126/science.adv9789,
BBa_25G620IT,10.1038/nbt1172,
BBa_251B2H02,10.1038/s41467-023-43065-w,
BBa_259ZD05Z,10.1038/s41467-023-43065-w,
BBa_25DVG514,10.1093/nar/gni062,
BBa_25T2KDPN,10.1093/nar/gni062,
BBa_257KIJW9,10.1038/s41598-017-02825-7,
BBa_25XWUN58,10.1111/j.1567-1364.2005.00022.x,
BBa_251M1Q8U,10.1007/s00018-021-03793-y,
BBa_254BK6PU,10.1186/s12934-023-02117-y,
BBa_25I5AIHM,10.1016/j.jbiotec.2024.11.013,
BBa_25UGY3RM,10.1016/S0014-5793(01,
BBa_25D10T6U,10.1016/S0014-5793(01,
BBa_25I2CXHF,10.1016/S0014-5793(01,
BBa_25AT9PU0,10.1016/S0014-5793(01,
BBa_25PL3I9A,10.1371/journal.pone.0066084,
BBa_25SJ7RJR,10.1038/s41417-019-0113-y,
BBa_25SE5EN5,10.1038/s41417-019-0113-y,
BBa_25L70G1V,10.1038/nmicrobiol.2016.189,
BBa_254B51K9,10.4103/1735-5362.263556,
BBa_254B51K9,10.1158/0008-5472.CAN-05-3127,
BBa_25DL2I7B,10.1038/nmicrobiol.2016.189,
BBa_25VDY74P,10.1073/pnas.0408191101,
BBa_25FZIUAR,10.1046/j.1471-4159.2001.00344.x,
BBa_2549Z28B,10.1080/19490976.2024.2316575,
BBa_25MON07J,10.1080/19490976.2024.2316575,
BBa_2541L2J9,10.2967/jnumed.110.082503,
BBa_25Q8O7D1,10.1080/19490976.2024.2316575,
BBa_25GUL9GW,10.1080/19490976.2024.2316575,
BBa_257TMLA6,10.1101/160374,
BBa_2503U531,10.1101/160374,
BBa_25L5B0SQ,10.1016/j.enzmictec.2015.06.017,
BBa_25L5B0SQ,10.1101/160374,
BBa_25BR1T4B,10.1016/j.enzmictec.2015.06.017,
BBa_25BR1T4B,10.1101/160374,
BBa_25JEF9EE,10.1021/acsomega.4c06950,
BBa_25KF158L,10.1038/s41589-018-0181-6,
BBa_25RX4BJK,10.1021/acsomega.4c06950,
BBa_250FD37D,10.1016/j.enzmictec.2015.06,
BBa_2579U9QO,10.1021/acsomega.4c06950,
BBa_25RCTG8T,10.1101/160374,
BBa_25RCTG8T,10.1101/160374,
BBa_259UGXOY,10.1038/s41589-018-0181-6,
BBa_25C3PAV2,10.1021/acsomega.4c06950,
BBa_25VD4I9P,10.1038/s41589-018-0181-6,
BBa_256NS8UC,10.1016/j.enzmictec.2015.06,
BBa_25OF4Z6A,10.1038/nature05960,
BBa_25OF4Z6A,10.1038/nature09430,
BBa_25V6OAZ3,10.1038/s41589-018-0181-6,
BBa_25O0NZS0,10.1038/s41589-018-0181-6,
BBa_25NC4UDH,10.1038/nchembio.1411,
BBa_25XSPMG1,10.1038/s41589-018-0181-6,
BBa_25JDZ4J4,10.1038/s41589-018-0181-6,
BBa_25E9JMED,10.1021/acsomega.4c06950,
BBa_25LSBZM9,10.1016/j.tibtech.2025.04.005,
BBa_251AL7LQ,10.1021/acsomega.4c06950,
BBa_25RKARVQ,10.1016/j.tibtech.2025.04.005,
BBa_25VTWDMH,10.1016/j.jaci.2024.05.027,
BBa_251BDE0N,10.1046/j.1471-4159.2001.00344.x,
BBa_25IJ552S,10.1046/j.1471-4159.2001.00344.x,
BBa_25R8Y8HK,10.1021/acssynbio.4c00597,
BBa_2543FT42,10.1038/s41467-022-33111-4,
BBa_251K973D,10.1080/19420862.2019.1624463,
BBa_2565RBMY,10.1038/s41467-022-33111-4,
BBa_25B00FMH,10.1021/bi020486r,
BBa_259VLJFC,10.1016/j.ijbiomac.2024.133243,
BBa_25BQTH7I,10.1016/j.ijbiomac.2024.133243,
BBa_2538U45C,10.1093/nar/gku884,
BBa_25UKROJT,10.1093/nar/gku884,
BBa_25IYE48Y,10.3390/ijms25010505,
BBa_25VZORDZ,10.1007/s10295-009-0613-0,
BBa_252HSMKK,10.1002/j.1460-2075.1991.tb04979.x,
BBa_25TBOJB2,10.1093/nar/gku884,
BBa_256AGKP2,10.1038/311033a0,
BBa_25LV3CNB,10.1126/science.adq854,
BBa_25XJ1XUG,10.1021/acssynbio.2c00491,
BBa_25G4XLS1,10.1126/science.adq854,
BBa_25BUASVJ,10.1126/science.adq854,
BBa_25UMKEOP,10.1016/j.procbio.2022.01.006,
BBa_25EK3S9T,10.1371/journal.pone.0076722,
BBa_25QXN0XE,10.1016/j.procbio.2022.01.006,
BBa_25074FYM,10.1111/j.1365-2672.2007.03372.x,
BBa_25EWD96Y,10.1016/j.ijbiomac.2019.05.131,
BBa_25J6XNWA,10.1111/j.1365-2672.2007.03372.x,
BBa_256G166P,10.1111/j.1365-2672.2007.03372.x,
BBa_25ZL5PMG,10.1073/pnas.1318962111,
BBa_25BU4MXM,10.1146/annurev.micro.60.080805.142106,
BBa_25BU4MXM,10.1039/C8GC01355A,
BBa_25BU4MXM,10.1016/j.chembiol.2021.07.005,
BBa_25L0PQDR,10.1021/acscatal.0c01789,
BBa_25L0PQDR,10.1016/j.chembiol.2021.07.005,
BBa_25IUKDSB,10.1021/ic00232a026,
BBa_25IUKDSB,10.1016/j.chembiol.2021.07.005,
BBa_25Q8SCNI,10.1016/j.devcel.2009.03.010,
BBa_25WS2YVO,10.1038/s41586-023-05945-5,
BBa_25WS2YVO,10.1016/j.chembiol.2021.07.005,
BBa_25ODY87T,10.1101/2023.01.05.522788,
BBa_25ODY87T,10.1016/j.chembiol.2021.07.005,
BBa_25K7UGOJ,10.1038/s41586-023-05945-5,
BBa_25K7UGOJ,10.1016/j.chembiol.2021.07.005,
BBa_25WDV48R,10.1073/pnas.1406593111,
BBa_25VKT7TL,10.1038/srep35932,
BBa_25BPJ3ZU,10.1016/j.biomaterials.2023.122005,
BBa_25TEOTA1,10.1093/nar/gkx567,
BBa_25K5NJ9H,10.1038/nrm934,
BBa_254TDHBX,10.1002/bit.26556,
BBa_258ZYB5B,10.1128/AEM.01042-15,
BBa_25LLF7T4,10.1002/bit.26556,
BBa_25IE55BV,10.1002/bit.26556,
BBa_25LMH3DT,10.1038/s41417-019-0113-y,
BBa_25RIMDYU,10.1007/s12257-020-0397-7,
BBa_25V87BRR,10.1093/nar/gkae479,
BBa_25ZPY5F7,10.1126/science.1215063,
BBa_255XWLKI,10.3321/j.issn:1000-3061.2005.02.003,
BBa_25FM3WAD,10.1093/protein/gzu043,
BBa_25DFWCJ3,10.1093/protein/gzu043,
BBa_25WIHZ1B,10.1093/protein/gzu043,
BBa_2560U3DV,10.1016/j.febslet.2011.07.008,
BBa_25ZERWUB,10.1093/protein/gzu043,
BBa_25SA07GK,10.1016/j.ecoenv.2024.116540,
BBa_25322080,10.1016/j.ecoenv.2024.116540,
BBa_25QC4472,10.1038/s41929-022-00821-3,
BBa_25KXWHXK,10.1038/s41929-022-00821-3,
BBa_25FWBRO7,10.1038/s41929-022-00821-3,
BBa_25OY0JSW,10.14012/j.cnki.fjsc.2018.02.001,
BBa_25S2FQOT,10.1007/s00253-018-8868-x,
BBa_25BM27WD,10.1007/s00253-018-8868-x,
BBa_25SHFW8C,10.1021/acssynbio.4c00436?goto=supporting-info,
BBa_25VM1ZLC,10.1073/pnas.90.7.2564,
BBa_25FPJ465,10.1038/nmeth.1220,
BBa_25KNGJJ7,10.1093/nar/gkae479,
BBa_25G6TTUL,10.1073/pnas.85.14.5166,
BBa_25POJMW5,10.1101/2025.09.26.678811,
BBa_251COFY9,10.1101/2025.09.26.678811,
BBa_259HHA4B,10.1186/s12934-020-01404-2,
BBa_25DXCMUY,10.1128/mBio.01691-19,
BBa_25MJPWW6,10.1128/mBio.01691-19,
BBa_25145RO4,10.1038/s41598-023-30310-x,
BBa_25WL4UCP,10.1111/febs.16903,
BBa_25JE4O9D,10.1111/febs.16903,
BBa_254ZJZ0Z,10.1111/febs.16903,
BBa_25BEJL42,10.1111/febs.16903,
BBa_25BG9HC3,10.1111/febs.16903,
BBa_25DSZC2P,10.1111/febs.16903,
BBa_251RB3WY,10.1111/febs.16903,
BBa_251XZ0XW,10.1111/febs.16903,
BBa_25JTDR9Q,10.1111/febs.16903,
BBa_25FYZ24I,10.1038/s41467-021-25538-y,
BBa_25FYZ24I,10.1021/acssynbio.2c00491,
BBa_2508Y1TS,10.1111/febs.16903,
BBa_2597H89T,10.1038/s41467-021-25538-y,
BBa_2597H89T,10.1021/acssynbio.2c00491,
BBa_25099TO9,10.1111/febs.16903,
BBa_25WNLT4M,10.1016/j.synbio.2021.11.008,
BBa_25RRPHIM,10.1111/febs.16903,
BBa_25AKB0TY,10.1021/acssynbio.2c00491,
BBa_25V3AJ3K,10.1111/febs.16903,
BBa_259BJ54Z,10.1021/acssynbio.2c00491,
BBa_253NQ891,10.1111/febs.16903,
BBa_25RMW127,10.1111/febs.16903,
BBa_25WBL92K,10.1111/febs.16903,
BBa_25LP4STU,10.1111/febs.16903,
BBa_25VL24WS,10.1021/acssynbio.2c00491,
BBa_25813N61,10.1111/febs.16903,
BBa_25O0TXQE,10.1021/acssynbio.2c00491,
BBa_25ZMIN6X,10.1111/febs.16903,
BBa_25ZS240R,10.1186/s12934-019-1078-0,
BBa_25CS9JOU,10.1038/s41522-024-00555-z,
BBa_250T1NB9,10.1038/s41522-024-00555-z,
BBa_25CT3TWK,10.1016/j.jhazmat.2023.133119,
BBa_25KXZ2NW,10.1016/j.jhazmat.2023.133119,
BBa_250BL48O,10.1111/febs.16903,
BBa_25OK44KF,10.1039/C9RA06758B,
BBa_253RJ77K,10.1107/S0907444997006550,
BBa_25IQN8NN,10.1128/AEM.72.3.1825-1832.2006,
BBa_25OEPQGZ,10.1128/AEM.72.3.1825-1832.2006,
BBa_25YZDEWW,10.1016/S0014-5793(01,
BBa_25Q2M02J,10.1002/j.1460-2075.1984.tb02272.x,
BBa_258YI2Y4,10.1128/AEM.72.3.1825-1832.2006,
BBa_25O4WZ68,10.1021/acssynbio.3c00325,
BBa_256CWYU7,10.1128/AEM.72.3.1825-1832.2006,
BBa_25IB1IC9,10.1128/AEM.72.3.1825-1832.2006,
BBa_2556D25Z,10.1093/plphys/kiab176,
BBa_251JV7RR,10.1016/j.plaphy.2024.108525,
BBa_25L8QKEO,10.1016/j.plaphy.2024.108765,
BBa_25Q5B812,10.1099/mic.0.074971-0,
BBa_25Y7GPTU,10.1038/s41579-021-00540-9,
BBa_25JOSXGZ,10.1038/nrmicro2960,
BBa_25LTONDB,10.1016/j.ijbiomac.2019.05.131,
BBa_25A5HAEW,10.1073/pnas.2006617117,
BBa_255Z07L1,10.1016/0092-8674(87,
BBa_25NR1K82,10.1016/S0014-5793(01,
BBa_25OKVR2V,10.1093/nar/gkad510,
BBa_25WYL7QM,10.1093/nar/gkad510,
BBa_25VCQRET,10.1093/nar/gkad510,
BBa_25KY0HSY,10.17159/sajs.2016/20150400,
BBa_25A8Q07G,10.1002/advs.202004699,
BBa_25KC63GR,10.1038/s41587-022-01493-x,
BBa_25A3A634,10.1021/bi4000244,
BBa_252BVH4E,10.1021/acs.analchem.2c00055,
BBa_25NM1AYT,10.1021/acssynbio.4c00466,
BBa_25OAK6TB,10.1038/s41929-022-00821-3,
BBa_251KECSJ,10.1021/acssynbio.4c00466,
BBa_25BGRLV6,10.1186/s13068-024-02476-7,
BBa_25593RLH,10.1093/nar/gkad510,
BBa_25M3HKOH,10.1021/acsomega.4c06950,
BBa_25UOCJPP,10.1016/j.ijbiomac.2025.139937,
BBa_25CEGWZ9,10.1016/j.bios.2025.117171,
BBa_25L370I2,10.1038/s41467-021-25538-y,
BBa_25L370I2,10.1021/acssynbio.2c00491,
BBa_25E8KP69,10.1021/acssynbio.2c00491,
BBa_25K73HX1,10.1073/pnas.1115485109,
BBa_25SG7TTA,10.12211/2096-8280.2021-094,
BBa_25DIL6RB,10.13865/j.cnki.cjbmb.2022.10.1327,
BBa_259AEIGK,10.13865/j.cnki.cjbmb.2022.10.1327,
BBa_25RWCL3T,10.1128/mBio.01691-19,
BBa_25T1FE89,10.1128/mBio.01691-19,
BBa_25CZMSB9,10.1128/mBio.01691-19,
BBa_259GV1IH,10.1002/advs.202004699,
BBa_25UYBQW6,10.1021/nn5007418,
BBa_25M9IMOL,10.3389/fmicb.2022.858806,
BBa_25NVTWOC,10.3389/fmicb.2022.858806,
BBa_25UBVI8J,10.1101/pdb.ip067876,
BBa_25087KBX,10.1021/acsabm.2c00824,
BBa_257J2532,10.1038/nmeth.3807,
BBa_25H8JIYJ,10.1083/jcb.202001032,
BBa_2595ZFAK,10.1091/mbc.E11-04-0297,
BBa_25JA5N69,10.1074/jbc.M116.766535,
BBa_254WUAIY,10.1093/nar/gkae479,
BBa_259FIVRO,10.1073/pnas.1519368113,
BBa_25BP7SZW,10.1073/pnas.1519368113,
BBa_251HP9AG,10.3389/fbioe.2022.892138,
BBa_25NO7917,10.1128/mBio.01691-19,
BBa_25ZKT2YT,10.1073/pnas.89.10.4338,
BBa_25X0LA8K,10.1016/j.bbrc.2016.01.129,
BBa_25601S3B,10.1186/s13068-024-02568-4​,
BBa_2531KHUP,10.1186/s13068-024-02568-4​,
BBa_25XJNI25,10.1186/1475-2840-12-148,
BBa_25DAKZS4,10.1038/s41589-025-01842-2​,
BBa_25D9JSJF,10.1126/sciadv.abb9484,
BBa_25G4M7NG,10.1038/s41589-025-01842-2​,
BBa_25L57841,10.1038/s41589-025-01842-2​,
BBa_250CGRZL,10.1038/s41589-025-01842-2​,
BBa_25GN3JOD,10.1038/s41589-025-01842-2​,
BBa_25CJPJQX,10.1038/s41589-025-01842-2​,
BBa_2506ZYC1,10.1073/pnas.2221121120,
BBa_25IKJDQ6,10.1073/pnas.2221121120,
BBa_25SEZAYP,10.1002/advs.202004699,
BBa_25WEXRPG,10.1073/pnas.1016233107,
BBa_25DQKAGP,10.1083/jcb.102.5.1551,
BBa_25GL6BGD,10.1083/jcb.105.6.2923,
BBa_2578F1RE,10.1091/mbc.e06-02-0128,
BBa_25MZ7AFP,10.1002/bit.27896,
BBa_25DIBXPO,10.1074/jbc.270.1.244,
BBa_25CXRVSD,10.1016/j.enzmictec.2015.06.017,
BBa_25CXRVSD,10.1101/160374,
BBa_25QB55VN,10.1186/s12934-015-0255-z,
BBa_25LG935F,10.1016/j.addr.2012.09.039,
BBa_255IZZRR,10.1152/physrev.00034.2006,
BBa_25URFM3O,10.1002/anie.202414842,
BBa_25JUENUK,10.1002/anie.202414842,
BBa_25S9YCZT,10.1002/anie.202414842,
BBa_2511RX25,10.1002/anie.202414842,
BBa_252MVYLF,10.1021/bi4000244,
BBa_25E0KABQ,10.1016/j.bej.2023.109064,
BBa_255ODUUH,10.1016/j.bej.2023.109064,
BBa_25EKCIAX,10.1186/s40643-022-00559-7,
BBa_25E8CGGT,10.1152/physrev.00034.2006,
BBa_25ESUVRE,10.1038/nbt0502-473,
BBa_252ZQF8B,10.1038/nbt0502-473,
BBa_2543XHTV,10.1038/s42003-025-08034-7,
BBa_25XXUI8B,10.1038/s42003-025-08034-7,
BBa_25A7C85Z,10.1073/pnas.1909653116,
BBa_250L082D,10.1073/pnas.1909653116,
BBa_252TT8RW,10.1016/j.enzmictec.2015.06.017,
BBa_252TT8RW,10.1101/160374,
BBa_25LHXRAK,10.1016/j.ijbiomac.2024.133243,
BBa_25UXW78O,10.1073/pnas.1115485109,
BBa_25N5FWAK,10.1021/acssynbio.4c00747,
BBa_25BR41B4,10.1002/anie.202414842,
BBa_25RYAVPN,10.1002/anie.202414842,
BBa_259CAZ0S,10.1002/anie.202414842,
BBa_25RMEMHD,10.1002/anie.202414842,
BBa_25LFWLIV,10.1002/anie.202414842,
BBa_25NMUUM5,10.1016/j.addr.2012.09.039,
BBa_25ZQDR5G,10.1016/j.addr.2012.09.039,
BBa_25Z7HO0F,10.1007/s00253-011-3752-y​,
BBa_25QYUEOI,10.1016/j.addr.2012.09.039,
BBa_25RPT7QI,10.1038/s41467-019-11376-2,
BBa_251OYJ0X,10.1038/s41467-019-11376-2,
BBa_2575C4N8,10.1186/s40643-022-00559-7,
BBa_25ZO4HYK,10.1038/s41467-019-11376-2,
BBa_25PK4GV9,10.1038/s41587-022-01493-x,
BBa_253BCAA7,10.1073/pnas.1519368113,
BBa_25VCH2CB,10.1016/j.addr.2012.09.039,
BBa_25CDLGH2,10.1073/pnas.1519368113,
BBa_25ZJIID5,10.1039/d0mt00140f,
BBa_25BPE772,10.1073/pnas.2006617117,
BBa_25IFCMIS,10.1038/s41586-024-08435-4,
BBa_25RQSDFF,10.1039/d0mt00140f,
BBa_255OJYAB,10.1016/j.jevs.2012.08.220,
BBa_258ZL9K9,10.1016/j.jevs.2012.08.220,
BBa_2584SWLL,10.7554/eLife.03703,
BBa_2528DO4W,10.7554/eLife.03703,
BBa_25CBHJTG,10.7554/eLife.03703,
BBa_257QW96D,10.1093/FEMSLE/FNW279,
BBa_25DJZF34,10.1021/acssynbio.3c00743,
BBa_2516BSX2,10.1186/s12934-021-01691-3,
BBa_2522RNSA,10.1186/s12934-021-01691-3,
BBa_2575OY6V,10.1128/JB.05,
BBa_25X94T34,10.1016/j.ecoenv.2021.112512,
BBa_25ZXRU0K,10.1016/j.jevs.2012.08.220,
BBa_25CSLYKP,10.1002/bit.24552,
BBa_250G2NNU,10.1039/d0mt00140f,
BBa_25FTNQT3,10.1007/s12010-012-9729-1,
BBa_256WOPID,10.27157/d.cnki.ghzku.2023.002457,
BBa_25ZC61II,10.1016/j.jmb.2006.07.034,
BBa_25XEF9LQ,10.1016/j.jmb.2006.07.034,
BBa_251Q23E7,10.1016/j.jmb.2006.07.034,
BBa_25UQFFQ8,10.1002/advs.202004699,
BBa_25S6BMR8,10.1016/j.cell.2014.10.002,
BBa_25EY32UM,10.1371/journal.pone.0076722,
BBa_25VB4UDR,10.1016/j.procbio.2022.01.006,
BBa_25MVPE7S,10.1073/pnas.0409468102,
BBa_25IVGUN2,10.1038/s41592-023-01809-y,
BBa_25JZRMKG,10.1128/jb.01296-06,
BBa_25JZRMKG,10.1128/mSphere.00102-19,
BBa_259S6D4J,10.1016/j.synbio.2023.03.007,
BBa_259S6D4J,10.1016/j.synbio.2023.03.006,
BBa_251WLXJ9,10.1016/j.synbio.2023.03.007,
BBa_251WLXJ9,10.1016/j.synbio.2023.03.006,
BBa_2547RBWN,10.1093/synbio/ysy003,
BBa_259JBN9Y,10.1021/sb400182x,
BBa_25Z48D11,10.1038/s41589-020-0576-z,
BBa_25T331X0,10.1038/s41589-020-0576-z,
BBa_25SS5GOB,10.1073/pnas.1519368113,
BBa_2554SQ99,10.1073/pnas.1519368113,
BBa_25VIOJ02,10.1073/pnas.1519368113,
BBa_25CXVK8S,10.1073/pnas.1519368113,
BBa_25R0WKS9,10.1038/s41467-019-11376-2,
BBa_25W0MHYO,10.1002/anie.202414842,
BBa_25C9H5U7,10.1021/acssynbio.3c00325,
BBa_251UKCQJ,10.1021/acssynbio.3c00325,
BBa_25MUTG77,10.1093/plphys/kiaf249,
BBa_25ZD2PV7,10.1093/plphys/kiaf249,
BBa_25FR7NIT,10.1093/plphys/kiaf249,
BBa_2590Z9EE,10.1093/plphys/kiaf249,
BBa_25W4LQXA,10.1186/s12964-019-0373-z,
BBa_250RUH7X,10.7150/ijbs.65227,
BBa_259E0NIY,10.1038/s41587-022-01493-x,
BBa_25ZROV38,10.1038/s41587-022-01493-x,
BBa_25V9JZM4,10.1038/s41467-019-09005-3,
BBa_25B3BF72,10.1093/plphys/kiaf249,
BBa_25GINYMY,10.1038/s41587-022-01493-x,
BBa_25C03P2R,10.1038/s41587-022-01493-x,
BBa_25ZRC6YN,10.1186/s13068-024-02476-7,
BBa_259V4OIU,10.1038/sj.gt.3302842,
BBa_25PG55IZ,10.1093/plphys/kiaf249,
BBa_25SB1BFD,10.1186/s13068-024-02476-7,
BBa_250RO9AV,10.1186/s13068-024-02476-7,
BBa_25KO3HQL,10.1038/s415,
BBa_25Y2C7TK,10.1080/19490976.2024.2316575,
BBa_2574CGF3,10.1038/s41467-023-36851-z,
BBa_25SLQSEZ,10.1093/nar/gkx567,
BBa_25MUQLNU,10.1016/j.biomaterials.2023.122005,
BBa_251GMLNN,10.1016/j.biomaterials.2023.122005,
BBa_25KENB1A,10.1016/j.enzmictec.2023.11021,
BBa_255Z8NIZ,10.1093/nar/gkx567,
BBa_25AP0FVL,10.1093/plphys/kiaf249,
BBa_25K5U7FH,10.1186/1475-2859-13-5,
BBa_251YZKR6,10.1023/B:JSFG.0000029237.70316.52,
BBa_25HOE3S9,10.1093/plphys/kiaf249,
BBa_25VM0XR8,10.1016/j.celrep.2018.09.050,
BBa_25W6KHRF,10.1093/synbio/ysy003,
BBa_25KUISST,10.1093/synbio/ysy003,
BBa_25TMR0E8,10.1093/synbio/ysy003,
BBa_25JN1UBJ,10.1021/acssynbio.5b00058,
BBa_25CAR3OY,10.1016/j.synbio.2023.03.007,
BBa_25CAR3OY,10.1016/j.synbio.2023.03.006,
BBa_25MGHYZF,10.1093/plphys/kiaf249,
BBa_2526I5JI,10.1093/plphys/kiaf249,
BBa_25IFGBIE,10.1093/plphys/kiaf249,
BBa_25S178VC,10.1093/plphys/kiaf249,
BBa_2584ZQUH,10.1016/j.celrep.2018.09.050,
BBa_25HUG6AH,10.1007/s00018-021-03793-y,
BBa_2504Z435,10.1091/mbc.e16-07-0504,
BBa_257TP3PQ,10.1021/acssynbio.2c00063,
BBa_256YK45O,10.1021/acssynbio.2c00063,
BBa_25ZQ6DXN,10.1016/j.mimet.2007.11.011,
BBa_25ZQ6DXN,10.27022/d.cnki.gfzhu.2022.000387,
BBa_25W0LDYC,10.1016/j.mimet.2007.11.011,
BBa_25L8LT5I,10.1046/j.1462-5822.1999.00019.x,
BBa_258PCOD1,10.1016/j.mimet.2007.11.011,
BBa_254YC05O,10.1016/j.mimet.2007.11.011,
BBa_25Z4VEH6,10.1016/j.mimet.2007.11.011,
BBa_25OJ1IHE,10.1021/acs.biochem.6b00294,
BBa_25PAFKYV,10.1016/j.mimet.2007.11.011,
BBa_25R1IAMM,10.1021/acsnano.9b03140,
BBa_257HDO36,10.1038/s41467-018-04227-3,
BBa_256RR95N,10.1016/j.addr.2012.09.039,
BBa_25Y1JSSS,10.1016/j.addr.2012.09.039,
BBa_2584OLTJ,10.1016/j.mimet.2007.11.011,
BBa_25VB2NC8,10.1016/j.mimet.2007.11.011,
BBa_250XAGTD,10.1016/j.mimet.2007.11.011,
BBa_25Q513SS,10.1016/j.mimet.2007.11.011,
BBa_25PO9JTJ,10.1016/j.mimet.2007.11.011,
BBa_25F6TTE9,10.1021/jacs.5b09457,
BBa_25F6TTE9,10.1016/S1074-5521(99,
BBa_254CGVN3,10.1021/jacs.5b09457,
BBa_254CGVN3,10.1016/S1074-5521(99,
BBa_25XQ8BYB,10.1021/jacs.5b09457,
BBa_25XQ8BYB,10.1016/S1074-5521(99,
BBa_254L0SHA,10.1021/jacs.5b09457,
BBa_254L0SHA,10.1016/S1074-5521(99,
BBa_25ZJ98CO,10.1021/jacs.5b09457,
BBa_25ZJ98CO,10.1016/S1074-5521(99,
BBa_25416VE9,10.1021/jacs.5b09457,
BBa_25416VE9,10.1016/S1074-5521(99,
BBa_251JKUEC,10.1021/jacs.5b09457,
BBa_251JKUEC,10.1016/S1074-5521(99,
BBa_25K2A8L7,10.1021/jacs.5b09457,
BBa_25K2A8L7,10.1016/S1074-5521(99,
